question,response,source,tags,score,question_body
How do I run two commands in one line in Windows CMD?,"<p>Like this on all Microsoft OSes since 2000, and still good today:</p>

<pre><code>dir &amp; echo foo
</code></pre>

<p>If you want the second command to execute only if the first exited successfully:</p>

<pre><code>dir &amp;&amp; echo foo
</code></pre>

<p>The single ampersand (&amp;) syntax to execute multiple commands on one line goes back to Windows XP, Windows 2000, and some earlier NT versions. (4.0 at least, according to one commenter here.)</p>

<p>There are quite a few other points about this that you'll find scrolling down this page.</p>

<p>Historical data follows, for those who may find it educational.</p>

<p>Prior to that, the &amp;&amp; syntax was only a feature of the shell replacement 4DOS before that feature was added to the Microsoft command interpreter.</p>

<p>In Windows 95, 98 and ME, you'd use the pipe character instead:</p>

<pre><code>dir | echo foo
</code></pre>

<p>In MS-DOS 5.0 and later, through some earlier Windows and NT versions of the command interpreter, the (undocumented) command separator was character 20 (Ctrl+T) which I'll represent with ^T here.</p>

<pre><code>dir ^T echo foo
</code></pre>
",stackoverflow,"windows,batch-file,command-line,cmd",1403,"<p>I want to run two commands in a Windows CMD console.</p>

<p>In Linux I would do it like this</p>

<pre><code>touch thisfile ; ls -lstrh
</code></pre>

<p>How is it done on Windows?</p>
"
How do I remove the process currently using a port on localhost in Windows?,"<p><strong>Step 1:</strong></p>
<p>Open up cmd.exe (note: you <em>may</em> need to run it as an administrator, but this isn't always necessary), then run the below command:</p>
<blockquote>
<p><code>netstat -ano | findstr :&lt;PORT&gt;</code></p>
</blockquote>
<p>(Replace <code>&lt;PORT&gt;</code> with the port number you want, but keep the colon)</p>
<p><img src=""https://i.sstatic.net/lEpCZ.png"" alt="""" /></p>
<p>The area circled in red shows the PID (process identifier). Locate the PID of the process that's using the port you want.</p>
<p><strong>Step 2:</strong></p>
<p>Next, run the following command:</p>
<blockquote>
<p><code>taskkill /PID &lt;PID&gt; /F</code></p>
</blockquote>
<p>(No colon this time)</p>
<p><img src=""https://i.sstatic.net/8k64x.png"" alt="""" /></p>
<p>Lastly, you can check whether the operation succeeded or not by re-running the command in &quot;Step 1&quot;. If it was successful you shouldn't see any more search results for that port number.</p>
",stackoverflow,"windows,cmd,localhost,port,command-prompt",1384,"<p>How can I remove the current process/application which is already assigned to a port?</p>
<p>For example: <code>localhost:8080</code></p>
"
List all environment variables from the command line,"<p>Just do:</p>

<pre><code>SET
</code></pre>

<p>You can also do <code>SET prefix</code> to see all variables with names starting with <code>prefix</code>.</p>

<p>For example, if you want to read only derbydb from the environment variables, do the following: </p>

<pre><code>set derby 
</code></pre>

<p>...and you will get the following: </p>

<pre><code>DERBY_HOME=c:\Users\amro-a\Desktop\db-derby-10.10.1.1-bin\db-derby-10.10.1.1-bin
</code></pre>
",stackoverflow,"windows,command-line,environment-variables,prompt",1216,"<p>Is it possible to list <em>all</em> environment variables from a Windows' command prompt?</p>

<p>Something equivalent to PowerShell's <code>gci env:</code> (or <code>ls env:</code> or <code>dir env:</code>).</p>
"
"Node.js/Windows error: ENOENT, stat &#39;C:\Users\RT\AppData\Roaming\npm&#39;","<p>Manually creating a folder named 'npm' in the displayed path fixed the problem.</p>

<p>More information can be found on <a href=""https://github.com/npm/npm/wiki/Troubleshooting#error-enoent-stat-cusersuserappdataroamingnpm-on-windows-7"" rel=""noreferrer"">Troubleshooting page</a></p>
",stackoverflow,"windows,node.js,installation",1132,"<p>I have Windows 7 32-bit. I installed the latest <a href=""http://en.wikipedia.org/wiki/Node.js"" rel=""noreferrer"">Node.js</a> 32 bit.<br>
When I try to run the command <code>npm install jquery</code>, I receive the error:</p>

<blockquote>
  <p>Error: ENOENT, stat 'C:\Users\RT\AppData\Roaming\npm </p>
</blockquote>

<p>How does one resolve it?</p>
"
How to run a PowerShell script,"<p>Prerequisites:</p>
<ul>
<li>You need to be able to run PowerShell as an administrator</li>
<li>You need to set your PowerShell execution policy to a permissive value or be able to bypass it</li>
</ul>
<p>Steps:</p>
<ol>
<li><p>Launch Windows PowerShell as an Administrator, and wait for the <code>PS&gt;</code> prompt to appear</p>
</li>
<li><p>Navigate within PowerShell to the directory where the script lives:</p>
<pre><code>PS&gt; cd C:\my_path\yada_yada\ (enter)
</code></pre>
</li>
<li><p>Execute the script:</p>
<pre><code>PS&gt; .\run_import_script.ps1 (enter)
</code></pre>
</li>
</ol>
<p>Or: you can run the PowerShell script from the Command Prompt (<code>cmd.exe</code>) like this:</p>
<pre><code>powershell -noexit &quot;&amp; &quot;&quot;C:\my_path\yada_yada\run_import_script.ps1&quot;&quot;&quot; (enter)
</code></pre>
<p>according to <a href=""http://poshoholic.com/2007/09/27/invoking-a-powershell-script-from-cmdexe-or-start-run/"" rel=""noreferrer""><em>Invoking a PowerShell script from cmd.exe (or Start | Run)</em></a> by Kirk Munro.</p>
<p>Or you could even <a href=""http://www.codeproject.com/KB/threads/AsyncPowerShell.aspx"" rel=""noreferrer"">run your PowerShell script asynchronously from your C# application</a>.</p>
",stackoverflow,"windows,powershell,scripting",1104,"<p>How do I run a PowerShell script?</p>

<ul>
<li>I have a script named myscript.ps1</li>
<li>I have all the necessary frameworks installed</li>
<li>I set that <a href=""https://stackoverflow.com/questions/10635/why-dont-my-powershell-scripts-run"">execution policy</a> thing</li>
<li>I have followed the instructions on <a href=""http://technet.microsoft.com/en-us/library/ee176949.aspx"" rel=""noreferrer"">this MSDN help page</a>
and am trying to run it like so:
<code>powershell.exe 'C:\my_path\yada_yada\run_import_script.ps1'</code> (with or without <code>--noexit</code>)</li>
</ul>

<p>which returns exactly nothing, except that the file name is output.</p>

<p>No error, no message, nothing. Oh, when I add <code>-noexit</code>, the same thing happens, but I remain within PowerShell and have to exit manually.</p>

<p>The .ps1 file is supposed to run a program and return the error level dependent on that program's output. But I'm quite sure I'm not even getting there yet.</p>

<p>What am I doing wrong?</p>
"
Setting Windows PowerShell environment variables,"<p>Changing the actual environment variables can be done by
using the <code>env: namespace / drive</code> information. For example, this
code will update the path environment variable:</p>
<pre><code>$env:PATH = &quot;SomeRandomPath&quot;;             (replaces existing path) 
$env:PATH += &quot;;SomeRandomPath&quot;            (appends to existing path)
</code></pre>
<h2>Making change permanent</h2>
<p>There are ways to make environment settings permanent, but
if you are only using them from PowerShell, it's probably
a lot better to use <a href=""https://learn.microsoft.com/en-us/powershell/module/microsoft.powershell.core/about/about_profiles"" rel=""noreferrer"">Powershell <em>profiles</em></a> script.</p>
<p>Everytime a new instance of Powershell starts, it look for specific script files (named <em>profile</em> files) and execute them if they do exist. You can edit one of these profile to customize your enviroment.</p>
<p>To know where those <em>profile</em> scripts are located in your computer type:</p>
<pre><code>$profile                                     
$profile.AllUsersAllHosts           
$profile.AllUsersCurrentHost        
$profile.CurrentUserAllHosts    
$profile.CurrentUserCurrentHost     
</code></pre>
<p>You can edit one of them, for example, by typing:</p>
<pre><code>notepad $profile
</code></pre>
",stackoverflow,"windows,powershell",1065,"<p>I have found out that setting the PATH environment variable affects only the old command prompt. PowerShell seems to have different environment settings. How do I change the environment variables for PowerShell (v1)?</p>
<p>Note:</p>
<p>I want to make my changes permanent, so I don't have to set it every time I run PowerShell. Does PowerShell have a profile file? Something like Bash profile on Unix?</p>
"
Can&#39;t start Eclipse - Java was started but returned exit code=13,"<p>There are working combinations of OS, JDK and Eclipse bitness. In my case, I was using a 64-bit JDK with a 32-bit Eclipse on a 64-bit OS. After downgrading the JDK to 32-bit, Eclipse started working.</p>

<p><strong>Use one of the following combinations.</strong></p>

<ul>
<li>32-bit OS, 32-bit JDK, 32-bit Eclipse (32-bit only)</li>
<li>64-bit OS, 32-bit JDK, 32-bit Eclipse</li>
<li>64-bit OS, 64-bit JDK, 64-bit Eclipse (64-bit only)</li>
</ul>
",stackoverflow,"java,android,windows,eclipse,32bit-64bit",1047,"<p>I am trying to get my first taste of Android development using Eclipse. I ran into this problem when trying to run Eclipse, having installed version 4.2 only minutes ago.</p>

<p>After first trying to start <code>Eclipse</code> without any parameters to specify the Java VM, I got an error message saying it <code>couldn't find a Java VM called javaw.exe inside the Eclipse folder</code>, so I found where Java was installed and specified that location as the parameter in the shortcut's target. Now I get a different error, <code>Java was started but returned exit code=13</code>.</p>

<p>Similar questions seem to indicate that it's a 32-bit/64-bit conflict, but I'm 99% positive that I downloaded 64-bit versions of both Eclipse and <code>Java (RE 7u5)</code>, which I chose because I have 64-bit Windows 7. </p>

<ul>
<li>If anyone knows how to confirm that my Eclipse and Java are 64-bit,
that'd be appreciated.</li>
<li>If you think my problem is a different one, please help!</li>
<li>Please speak as plainly as you can, as I am totally new to Eclipse
and Java.</li>
</ul>

<blockquote>
  <p>Shortcut Target: ""C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\eclipse.exe"" -vm ""C:\Program Files (x86)\Java\jre7\bin\javaw.exe""</p>
</blockquote>

<p><strong>Full error code...:</strong></p>

<pre><code>Java was started but returned exit code=13
C:\Program Files (x86)\Java\jre7\bin\javaw.exe
-Xms40m
-Xmx512m
-XX:MaxPermSize=256m
-jar C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
-os win32
-ws win32
-arch x86_64
-showsplash C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins\org.eclipse.platform_4.2.0.v201206081400\splash.bmp
-launcher C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\eclipse.exe
-name Eclipse
--launcher.library C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher.win32.win32.x86_64_1.1.200.v201205221813\eclipse_1503.dll
-startup C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
--launcher.overrideVmargs
-exitdata 1e30_5c
-vm C:\Program Files (x86)\Java\jre7\bin\javaw.exe
-vmargs
-Xms40m
-Xmx512m
-XX:MaxPermSize=256m
-jar C:\Program Files\Eclipse-SDK-4.2-win32-x86_64\eclipse\\plugins/org.eclipse.equinox.launcher_1.30v20120522-1813.jar
</code></pre>
"
Remove credentials from Git,"<p>If this problem comes on a Windows machine, do the following.</p>
<ul>
<li><p>Go to Credential Manager</p>
<ul>
<li>in Czech, it is called: <em>Správce pověření</em></li>
<li>in Dutch, it is called: <em>Referentiebeheer</em></li>
<li>in French, it is called: <em>Gestionnaire d'identification</em></li>
<li>in German, it is called: <em>Anmeldeinformationsverwaltung</em></li>
<li>in Italian, it is called: <em>Gestione credenziali</em></li>
<li>in Norwegian, it is called: <em>Legitimasjonsbehandling</em></li>
<li>in Polish, it is called: <em>Menedżer poświadczeń</em></li>
<li>in Portuguese, it is called: <em>Gerenciador de Credenciais</em></li>
<li>in Russian, it is called: <em>Диспетчер учётных данных</em></li>
<li>in Spanish, it is called: <em>Administrador de credenciales</em></li>
</ul>
<p><a href=""https://i.sstatic.net/5KePZ.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/5KePZ.png"" alt=""Go to Credential Manager "" /></a></p>
</li>
<li><p>Go to Windows Credentials</p>
</li>
<li><p>Delete the entries under Generic Credentials</p>
<p><a href=""https://i.sstatic.net/kRdEv.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/kRdEv.png"" alt=""Go to Windows Credentials and Delete the entries under Generic Credentials "" /></a></p>
</li>
<li><p>Try connecting again. This time, it should prompt you for the correct username and password.</p>
</li>
</ul>
",stackoverflow,"windows,git,credentials",1033,"<p>I'm working with several repositories, but lately I was just working in our internal one and all was great.</p>

<p>Today I had to commit and push code into other one, but I'm having some troubles.</p>

<pre><code>$ git push appharbor master
error: The requested URL returned error: 403 while accessing https://gavekortet@appharbor.com/mitivo.git/info/refs?service=git-receive-pack
fatal: HTTP request failed
</code></pre>

<p>There is nothing I can do, that would bring the password entry again.</p>

<p>How can I reset the credentials on my system so Git will ask me for the password of that repository?</p>

<p>I have tried:</p>

<ul>
<li><code>git config --global --unset core.askpass</code></li>
</ul>

<p>in order to unset the password</p>

<ul>
<li><code>git config credential.helper 'cache --timeout=1'</code></li>
</ul>

<p>in order to avoid credentials cache...</p>

<p>Nothing seems to work; does anyone have a better idea?</p>
"
"Text editor to open big (giant, huge, large) text files","<p>Free read-only viewers:</p>
<ul>
<li><a href=""https://web.archive.org/web/20140908181354fw_/http://swiftgear.com/ltfviewer/features.html"" rel=""noreferrer""><strong>Large Text File Viewer</strong></a> (Windows) – Fully customizable theming (colors, fonts, word wrap, tab size). Supports horizontal and vertical split view. Also support file following and regex search. Very fast, simple, and has small executable size.</li>
<li><a href=""https://klogg.filimonov.dev/"" rel=""noreferrer""><strong>klogg</strong></a> (Windows, macOS, Linux) – A maintained fork of <a href=""https://glogg.bonnefon.org/description.html"" rel=""noreferrer"">glogg</a>. Its main feature is regular expression search. It supports monitoring file changes (like <code>tail</code>), bookmarks, highlighting patterns using different colors, and has serious optimizations built in. But from a UI standpoint, it's rather minimal.</li>
<li><a href=""https://github.com/zarunbal/LogExpert"" rel=""noreferrer""><strong>LogExpert</strong></a> (Windows) – &quot;A GUI replacement for <code>tail</code>.&quot; It's really a log file analyzer, not a large file viewer, and in one test it required 10 seconds and 700 MB of RAM to load a 250 MB file. But its killer features are the columnizer (parse logs that are in CSV, JSONL, etc. and display in a spreadsheet format) and the highlighter (show lines with certain words in certain colors). Also supports file following, tabs, multifiles, bookmarks, search, plugins, and external tools.</li>
<li><a href=""https://www.ghisler.com/lister/"" rel=""noreferrer""><strong>Lister</strong></a> (Windows) – Very small and minimalist. It's one executable, barely 500 KB, but it still supports searching (with regexes), printing, a hex editor mode, and settings.</li>
</ul>
<p>Free editors:</p>
<ul>
<li>Your regular editor or IDE. Modern editors can handle surprisingly large files. In particular, <a href=""https://neovim.io/"" rel=""noreferrer""><strong>Vim</strong></a> (Windows, macOS, Linux), <a href=""https://www.gnu.org/software/emacs/"" rel=""noreferrer""><strong>Emacs</strong></a> (Windows, macOS, Linux), <a href=""https://notepad-plus-plus.org/"" rel=""noreferrer""><strong>Notepad++</strong></a> (Windows), <a href=""https://www.sublimetext.com/"" rel=""noreferrer""><strong>Sublime Text</strong></a> (Windows, macOS, Linux), and <a href=""https://code.visualstudio.com/"" rel=""noreferrer""><strong>VS Code</strong></a> (Windows, macOS, Linux) support large (~4 GB) files, assuming you have the RAM.</li>
<li><a href=""https://www.liquid-technologies.com/large-file-editor"" rel=""noreferrer""><strong>Large File Editor</strong></a> (Windows) – Opens and edits TB+ files, supports Unicode, uses little memory, has XML-specific features, and includes a binary mode.</li>
<li><a href=""https://heliwave.github.io/GigaEdit.html"" rel=""noreferrer""><strong>GigaEdit</strong></a> (Windows) – Supports searching, character statistics, and font customization. But it's buggy – with large files, it only allows overwriting characters, not inserting them; it doesn't respect LF as a line terminator, only CRLF; and it's slow.</li>
</ul>
<p>Builtin programs (no installation required):</p>
<ul>
<li><a href=""https://en.wikipedia.org/wiki/Less_(Unix)"" rel=""noreferrer""><strong>less</strong></a> (macOS, Linux) – The traditional Unix command-line pager tool. Lets you view text files of practically any size. Can be installed on Windows, too.</li>
<li><a href=""https://en.wikipedia.org/wiki/Microsoft_Notepad"" rel=""noreferrer""><strong>Notepad</strong></a> (Windows) – Decent with large files, especially with word wrap turned off.</li>
<li><a href=""https://ss64.com/nt/more.html"" rel=""noreferrer""><strong>MORE</strong></a> (Windows) – This refers to the Windows <code>MORE</code>, not the Unix <code>more</code>. A console program that allows you to view a file, one screen at a time.</li>
</ul>
<p>Web viewers:</p>
<ul>
<li><a href=""https://www.readfileonline.com/"" rel=""noreferrer""><strong>readfileonline.com</strong></a> – Another HTML5 large file viewer. Supports search.</li>
</ul>
<p>Paid editors/viewers:</p>
<ul>
<li><a href=""https://www.sweetscape.com/010editor/"" rel=""noreferrer""><strong>010 Editor</strong></a> (Windows, macOS, Linux) – Opens giant (as large as 50 GB) files.</li>
<li><a href=""https://www.slickedit.com/products/slickedit"" rel=""noreferrer""><strong>SlickEdit</strong></a> (Windows, macOS, Linux) – Opens large files.</li>
<li><a href=""https://www.ultraedit.com/"" rel=""noreferrer""><strong>UltraEdit</strong></a> (Windows, macOS, Linux) – Opens files of more than 6 GB, but the configuration must be changed for this to be practical: Menu » Advanced » Configuration » File Handling » Temporary Files » Open file without temp file...</li>
<li><a href=""https://www.emeditor.com/"" rel=""noreferrer""><strong>EmEditor</strong></a> (Windows) – Handles very large text files nicely (officially up to 16 TB). The speed of search and replace is very fast. Free version available for personal use.</li>
<li><a href=""https://www.bergstreiser.com/bsseditor"" rel=""noreferrer""><strong>BssEditor</strong></a> (Windows) – Handles large files and very long lines. Don’t require an installation. Free for non commercial use.</li>
<li><a href=""https://www.mommos-software.com/index.php/loxx"" rel=""noreferrer""><strong>loxx</strong></a> (Windows) – Supports file following, highlighting, line numbers, huge files, regex, multiple files and views, and much more. The free version can not: process regex, filter files, synchronize timestamps, and save changed files.</li>
</ul>
",stackoverflow,"windows,xml,editor,text-editor,large-files",1022,"<p>I mean 100+ MB big; such text files can push the envelope of editors.</p>

<p>I need to look through a large XML file, but cannot if the editor is buggy.</p>

<p>Any suggestions?</p>
"
How do I get the application exit code from a Windows command line?,"<p>The &quot;exit code&quot; is stored in a shell variable named <code>errorlevel</code>.</p>
<p>The <code>errorlevel</code> is set at the end of a console application. Windows applications behave a little differently; see @<a href=""https://stackoverflow.com/users/236365/gary"">gary</a>'s <a href=""https://stackoverflow.com/a/11476681/1736623"">answer</a> below.</p>
<p>Use the <code>if</code> command keyword <code>errorlevel</code> for comparison:</p>
<pre><code>if errorlevel &lt;n&gt; (&lt;statements&gt;)
</code></pre>
<p>Which will execute <em>statements</em> when the errorlevel is greater than or equal to <em>n</em>. Execute <code>if /?</code> for details.</p>
<p>A shell variable named <code>errorlevel</code> contains the value as a string and can be dereferenced by wrapping with %'s.</p>
<p>Example script:</p>
<pre><code>my_nifty_exe.exe

rem Give resolution instructions for known exit codes.
rem Ignore exit code 1.
rem Otherwise give a generic error message.

if %errorlevel%==7 (
   echo &quot;Replace magnetic tape.&quot;
) else if %errorlevel%==3 (
   echo &quot;Extinguish the printer.&quot;
) else if errorlevel 2 (
   echo Unknown Error: %errorlevel% refer to Run Book documentation.
) else (
   echo &quot;Success!&quot;
)
</code></pre>
<p>Warning: An environment variable named errorlevel, if it exists, will override the shell variable named errorlevel. <code>if errorlevel</code> tests are not affected.</p>
",stackoverflow,"windows,command-line,process,cmd,exit-code",1012,"<p>I am running a program and want to see what its return code is (since it returns different codes based on different errors).</p>

<p>I know in Bash I can do this by running</p>

<blockquote>
  <p>echo $?</p>
</blockquote>

<p>What do I do when using cmd.exe on Windows?</p>
"
Failed to load the JNI shared Library (JDK),"<p>You need a <code>64-bit</code> trio: </p>

<ul>
<li><code>64-bit</code> <strong>OS</strong></li>
<li><code>64-bit</code> <strong>Java</strong> </li>
<li><code>64-bit</code> <strong>Eclipse</strong></li>
</ul>
",stackoverflow,"java,windows,eclipse,java-native-interface",972,"<p>When I try opening <a href=""http://www.eclipse.org/"" rel=""nofollow noreferrer"">Eclipse</a>, a pop-up dialog states:</p>
<p><code>Failed to load the JNI shared library &quot;C:/JDK/bin/client/jvm.dll&quot;</code>.</p>
<p>Following this, Eclipse force closes.</p>
<p>Here are a few points I'd like to make:</p>
<ul>
<li>I checked to see if anything exists on that path. It does exist.</li>
<li>My Eclipse and <a href=""http://www.oracle.com/technetwork/java/javase/overview/index.html"" rel=""nofollow noreferrer"">Java SE Development Kit</a> are both 64-bit. I checked my system, and it can handle 64-bit.</li>
<li>I've searched for this problem on Google and StackOverflow, and the only answer I found was to download the 32-bit versions of JDK and Eclipse.</li>
</ul>
<p>Downloading the 32-bit versions is something I only want to do as a very last resort.<br />
What would be suggested to solve this issue?</p>
"
Windows batch files: .bat vs .cmd?,"<p>From <a href=""https://groups.google.com/group/microsoft.public.win2000.cmdprompt.admin/msg/ad9066638815812c"" rel=""noreferrer"">this news group posting</a> by <a href=""http://en.wikipedia.org/wiki/Mark_Zbikowski"" rel=""noreferrer"">Mark Zbikowski</a> himself:</p>

<blockquote>
  <p>The differences between .CMD and .BAT as far as CMD.EXE is concerned
  are:  With extensions enabled, PATH/APPEND/PROMPT/SET/ASSOC in .CMD 
  files will set ERRORLEVEL regardless of error. .BAT sets ERRORLEVEL 
  only on errors.</p>
</blockquote>

<p>In other words, if ERRORLEVEL is set to non-0 and then you run one of those commands, the resulting ERRORLEVEL will be:</p>

<ul>
<li>left alone at its non-0 value in a .bat file </li>
<li>reset to 0 in a .cmd file. </li>
</ul>
",stackoverflow,"windows,batch-file,cmd",919,"<p>As I understand it:</p>
<ul>
<li><code>.bat</code> is the old 16-bit naming convention</li>
<li><code>.cmd</code> is for 32-bit Windows, i.e., starting with NT.</li>
</ul>
<p>But I continue to see <code>.bat</code> files everywhere, and they seem to work exactly the same using either suffix.</p>
<p>Assuming that my code will never need to run on anything older than NT,<br />
does it really matter which way I name my batch files,<br />
or is there some <strong>gotcha</strong> awaiting me by using the wrong suffix?</p>
"
